DEPT,AVTX,BVTX,CILD,CNDL,CNLS,CNPOR,CNSS,GR,LSPD,LTEN,RILD,RILM,RLL3,RxoRt,SP,MCAL,MI,MN,ITT,DT,SPOR,DCAL,RHOB,RHOC,DPOR
2921.5,0,0,992.6287,20.0687,28.802,28.802,31.3194,56.5324,-89.41,1482.8004,1.0074,1.4617,3.8921,-53.4804,-170.2093,9.1645,4.689,4.5736,0,75.7673,19.9203,10.3719,2.3531,0.0643,20.8725
2922,0,0,1034.9578,17.2718,26.2673,26.2673,28.9831,55.0039,-89.41,1487.1921,0.9662,1.4099,4.0217,-55.8544,-169.9621,9.1891,4.8145,4.6833,0,75.2624,19.5632,10.4668,2.3526,0.0588,20.8988
2922.5,0,0,1061.0009,16.1354,25.2088,25.2088,28.0503,56.0655,-89.41,1486.9011,0.9425,1.3759,4.1374,-57.7643,-169.073,9.2328,4.8629,4.7841,0,74.7111,19.1733,10.5909,2.3537,0.0553,20.8378
2923,0,0,1078.103,15.2064,24.378,24.378,27.3274,57.2928,-89.41,1483.8767,0.9276,1.3571,4.2537,-59.3126,-167.5373,9.2918,4.7612,4.843,0,74.2458,18.8443,10.7049,2.3589,0.054,20.5335
2923.5,0,0,1089.1456,13.8752,23.078,23.078,26.2023,57.7641,-89.78,1478.5505,0.9182,1.3547,4.3607,-60.6136,-165.2876,9.3644,4.568,4.8039,0,73.8887,18.5917,10.8168,2.3693,0.054,19.9211
2924,0,0,1079.8665,11.8447,21.1454,21.1454,24.5184,59.7841,-89.78,1470.5125,0.926,1.3725,4.3611,-61.4582,-162.2142,9.4473,4.6123,4.7876,0,73.5156,18.3279,10.9691,2.386,0.0543,18.9463
2924.5,0,0,1032.9849,10.2249,19.2264,19.2264,22.7992,60.2805,-89.78,1458.6033,0.9681,1.4157,4.3574,-61.5699,-158.2146,9.5326,5.7569,5.2659,0,72.9307,17.9142,11.1204,2.4129,0.0545,17.3736
2925,0,0,956.6169,9.4634,18.487,18.487,22.1207,57.1045,-89.53,1455.545,1.0454,1.4895,4.8054,-60.8752,-153.2661,9.6352,8.9876,6.7372,0,72.1174,17.339,11.2313,2.4542,0.055,14.9614
2925.5,0,0,873.9291,10.618,19.6567,19.6567,23.1903,53.7994,-89.53,1466.0973,1.1443,1.5986,5.7967,-58.989,-147.4982,9.7904,12.9307,8.4816,0,71.4373,16.8581,11.3411,2.5044,0.0565,12.0262
2926,0,0,794.0346,13.059,22.244,22.244,25.4791,50.442,-89.53,1483.25,1.2594,1.7469,5.9647,-55.0927,-141.2269,9.9915,12.6904,7.902,0,71.4573,16.8722,11.4647,2.5448,0.06,9.6613
2926.5,0,0,712.2586,14.439,23.6497,23.6497,26.6969,50.0271,-89.41,1496.5205,1.404,1.9362,4.7538,-48.9883,-134.9191,10.1797,8.3352,5.0627,0,72.4567,17.579,11.5698,2.5597,0.0664,8.7888
2927,0,0,628.4723,13.9007,23.1043,23.1043,26.225,61.9068,-89.41,1493.9977,1.5912,2.1647,4.0134,-42.0521,-129.086,10.3231,5.8688,3.3044,0,74.1031,18.7433,11.6392,2.5551,0.0751,9.0586
2927.5,0,0,548.8267,14.6531,23.8592,23.8592,26.8781,81.838,-89.41,1482.8926,1.8221,2.4231,4.2476,-36.0276,-124.1474,10.4386,6.102,3.0639,0,75.6572,19.8425,11.6834,2.5468,0.0818,9.5414
2928,0,1,479.1281,18.4259,27.4051,27.4051,30.0097,94.0057,-89.53,1477.4916,2.0871,2.6895,4.8729,-31.1094,-120.3267,10.534,6.7501,3.2256,0,76.5681,20.4866,11.6987,2.5413,0.0828,9.8667
2928.5,0,0,424.4438,20.7504,29.4001,29.4001,31.9013,92.1298,-89.53,1476.7224,2.356,2.9308,5.0303,-26.5263,-117.6249,10.5968,6.6144,3.2187,0,76.9248,20.7389,11.701,2.5358,0.0795,10.1893
2929,0,0,387.1991,17.6774,26.6776,26.6776,29.3498,84.2495,-89.53,1476.9514,2.5827,3.1157,4.6749,-22.0565,-115.8745,10.6309,5.7786,2.9581,0,77.3,21.0043,11.7013,2.5269,0.0768,10.7105
2929.5,0,0,364.0187,11.3244,20.56,20.56,24.0005,81.4031,-89.41,1477.6671,2.7471,3.2312,4.2138,-18.0678,-114.8319,10.6583,5.0624,2.7124,0,78.1517,21.6066,11.7012,2.5151,0.0779,11.3998
2930,0,0,348.224,9.9466,18.948,18.948,22.5447,86.2716,-89.41,1482.6228,2.8717,3.2888,3.9885,-14.9725,-114.2587,10.6873,4.8849,2.6531,0,79.3835,22.4777,11.7032,2.5063,0.0836,11.912
2930.5,0,0,335.4958,12.7906,21.9914,21.9914,25.2592,92.2925,-89.41,1490.9357,2.9807,3.3119,4.0355,-12.9815,-113.9689,10.712,5.0073,2.7315,0,80.3078,23.1314,11.71,2.5075,0.094,11.8408
2931,0,0,325.109,17.888,26.8893,26.8893,29.5405,93.4735,-89.28,1502.2332,3.0759,3.3212,4.1664,-11.9518,-113.8452,10.7283,5.0654,2.8276,0,79.9155,22.8539,11.7143,2.5171,0.1068,11.2806
2931.5,0,0,317.3755,19.1963,28.0809,28.0809,30.6355,89.397,-89.28,1516.8812,3.1508,3.3269,4.2834,-11.4409,-113.8375,10.7371,5.0014,2.9108,0,77.7104,21.2944,11.7155,2.5226,0.1166,10.9575
2932,1,0,311.8938,18.1241,27.1206,27.1206,29.7501,84.9196,-89.28,1520.2742,3.2062,3.3299,4.3348,-10.9683,-113.9469,10.7439,4.8439,2.9262,0,74.7515,19.2019,11.7166,2.5135,0.12,11.4934
2932.5,0,0,307.602,16.7267,25.7424,25.7424,28.5184,86.2966,-88.91,1498.1542,3.251,3.3249,4.2856,-10.2307,-114.1966,10.7534,4.6802,2.8691,0,73.159,18.0757,11.7169,2.4924,0.1198,12.7263
2933,0,0,303.9653,15.9258,25.0229,25.0229,27.888,86.9871,-88.91,1482.6615,3.2898,3.3067,4.1686,-9.2332,-114.5958,10.7601,4.5279,2.8183,1,73.9434,18.6304,11.7166,2.4703,0.1217,14.0168
2933.5,0,0,301.8584,16.9884,25.9888,25.9888,28.7359,80.7612,-88.91,1498.2795,3.3128,3.2739,4.067,-8.258,-115.1161,10.7599,4.3023,2.7647,0,76.0695,20.134,11.7167,2.4547,0.1271,14.9295
2934,0,0,302.4499,18.6856,27.6405,27.6405,30.2261,77.2435,-88.55,1524.0594,3.3063,3.232,4.0276,-7.5518,-115.7073,10.7598,4.0623,2.7135,0,77.9731,21.4803,11.7171,2.4467,0.1333,15.395
2934.5,0,0,305.3101,17.4452,26.442,26.442,29.1389,81.4184,-88.55,1538.0732,3.2754,3.1927,3.9772,-7.0749,-116.3494,10.764,3.8205,2.6734,0,79.0659,22.2531,11.7171,2.4445,0.1379,15.5238
2935,0,0,308.393,12.3358,21.5903,21.5903,24.9089,84.7272,-88.55,1527.772,3.2426,3.1693,3.8109,-6.7425,-117.1126,10.7654,3.5404,2.5614,0,79.5677,22.608,11.7168,2.4447,0.1401,15.5119
2935.5,0,0,309.6375,10.0464,19.0457,19.0457,22.6341,81.6366,-88.18,1511.7026,3.2296,3.1705,3.6292,-6.8179,-118.1717,10.7609,3.3419,2.439,0,79.6699,22.6803,11.7168,2.4435,0.139,15.5854
2936,0,0,309.0307,9.7151,18.7271,18.7271,22.3418,75.785,-88.18,1514.8232,3.2359,3.1949,3.667,-7.8638,-119.7496,10.7527,3.4153,2.5324,0,79.2254,22.3659,11.7172,2.4396,0.1346,15.8114
2936.5,0,0,309.9622,9.8299,18.836,18.836,22.442,71.3363,-88.18,1545.4545,3.2262,3.2271,4.0886,-10.3075,-122.0144,10.7342,3.7112,2.8956,0,78.0356,21.5245,11.7173,2.4359,0.1295,16.0278
2937,0,0,316.8387,9.4915,18.5142,18.5142,22.1458,67.4701,-88.05,1583.3301,3.1562,3.2405,4.6053,-14.0786,-124.9884,10.7003,3.9176,3.294,0,76.2738,20.2785,11.715,2.4347,0.1277,16.0979
2937.5,0,0,331.5983,8.3772,17.1077,17.1077,20.8385,61.7734,-88.05,1603.6373,3.0157,3.2068,4.8987,-18.7055,-128.5241,10.6552,3.8132,3.4825,0,74.581,19.0813,11.7095,2.4349,0.1319,16.0855
2938,0,0,353.4093,7.2344,15.5817,15.5817,19.4071,59.193,-88.3,1587.9896,2.8296,3.1107,5.1785,-23.6103,-132.3506,10.5926,3.4927,3.4732,0,73.7343,18.4826,11.7037,2.4338,0.1413,16.1535
2938.5,0,0,379.5747,7.6146,16.1538,16.1538,19.9444,63.0053,-88.3,1570.0677,2.6345,2.9576,5.6316,-28.1496,-136.1556,10.5092,3.1868,3.3914,0,74.1697,18.7905,11.6923,2.4278,0.1516,16.5038
2939,0,0,408.8401,11.2482,20.4608,20.4608,23.9123,68.6167,-88.3,1569.1633,2.4459,2.769,5.8031,-31.9655,-139.6501,10.4301,3.0499,3.2902,0,75.7387,19.9001,11.6639,2.4135,0.1567,17.337
2939.5,0,0,443.5871,17.2093,26.205,26.205,28.9276,73.7415,-88.05,1576.7498,2.2543,2.5705,5.6001,-35.3453,-142.593,10.3816,3.0914,3.2282,0,77.8375,21.3844,11.619,2.3915,0.1535,18.6243
2940,0,0,484.9129,17.7717,26.7728,26.7728,29.4355,76.1277,-88.05,1583.9856,2.0622,2.3834,5.4071,-38.7346,-144.7873,10.3598,3.2138,3.3188,0,79.7701,22.7512,11.5541,2.3684,0.1446,19.9759
2940.5,0,0,528.9753,15.962,25.0549,25.0549,27.9159,74.6915,-88.05,1589.8773,1.8904,2.2226,5.4754,-42.1521,-146.0763,10.3484,3.3949,3.5412,0,81.0859,23.6817,11.4929,2.3529,0.1358,20.8816
2941,0,0,570.1782,15.0566,24.2403,24.2403,27.2081,71.5999,-87.81,1603.6096,1.7538,2.0974,5.666,-45.2057,-146.3548,10.3459,3.5878,3.7551,0,81.6986,24.115,11.4561,2.3494,0.131,21.0874
2941.5,0,0,602.6005,14.8214,24.0203,24.0203,27.0175,66.8704,-87.81,1617.6497,1.6595,2.013,5.7139,-47.3035,-145.5862,10.3526,3.6183,3.8271,0,81.7791,24.1719,11.4154,2.3563,0.1298,20.6821
2942,0,0,619.9786,13.3912,22.5762,22.5762,25.7675,61.3268,-87.81,1625.9891,1.613,1.9713,5.5391,-47.954,-143.8113,10.3585,3.6964,3.8503,0,81.556,24.0141,11.3855,2.3699,0.1288,19.8865
2942.5,0,1,619.6789,11.4699,20.7413,20.7413,24.1615,58.9728,-87.81,1626.1115,1.6137,1.9717,5.3982,-47.0315,-141.1418,10.3663,4.1634,4.0775,0,81.1606,23.7345,11.3789,2.3879,0.1254,18.837
2943,0,0,604.6917,10.989,20.1158,20.1158,23.6039,61.8091,-87.81,1620.406,1.6537,2.0102,5.3192,-44.6528,-137.7517,10.3974,4.8971,4.3745,0,80.6123,23.3467,11.3787,2.4099,0.1196,17.5475
2943.5,0,0,580.7002,10.9936,20.1218,20.1218,23.6094,65.7362,-87.81,1616.7576,1.7221,2.0799,5.1039,-40.9692,-133.8725,10.4497,5.5437,4.3798,0,79.962,22.8868,11.3797,2.4356,0.113,16.0441
2944,0,0,552.6505,11.0852,20.2435,20.2435,23.7184,68.691,-87.44,1622.8577,1.8095,2.1712,4.6023,-36.2608,-129.7915,10.492,5.7184,3.9754,0,79.4453,22.5214,11.3807,2.4615,0.1053,14.5306
2944.5,0,0,523.1779,12.5467,21.7743,21.7743,25.0697,71.1658,-87.44,1624.5243,1.9114,2.2736,4.0524,-31.0882,-125.834,10.5092,5.3369,3.3758,0,79.419,22.5028,11.3808,2.481,0.094,13.3906
2945,0,0,494.2074,15.4953,24.6393,24.6393,27.5542,73.8107,-87.44,1604.7406,2.0234,2.3783,3.7909,-26.2643,-122.3158,10.5027,4.7365,2.8734,0,80.0654,22.96,11.3793,2.4888,0.0778,12.9328
2945.5,0,0,466.4946,16.6277,25.6513,25.6513,28.4382,80.0911,-87.19,1592.2394,2.1436,2.4797,3.6763,-22.4575,-119.4707,10.4675,4.1519,2.4966,1,81.1401,23.72,11.3658,2.4866,0.0604,13.0667
2946,0,0,439.6671,16.9615,25.963,25.963,28.7131,88.8311,-87.19,1615.8868,2.2744,2.574,3.5617,-19.9789,-117.3858,10.4038,3.9367,2.3421,1,82.0708,24.3782,11.3266,2.4823,0.0479,13.3156
2946.5,0,0,416.1212,18.2409,27.2322,27.2322,29.8516,89.8478,-87.19,1655.5999,2.4031,2.6569,3.7,-18.9877,-115.9912,10.3291,4.3471,2.5469,0,82.3972,24.609,11.2446,2.4827,0.0423,13.2907
2947,0,0,400.0626,18.156,27.1512,27.1512,29.7779,81.8602,-87.07,1658.7325,2.4996,2.7228,4.1335,-19.2699,-115.1158,10.2534,4.9983,2.8995,0,82.1738,24.4511,11.1234,2.4868,0.0396,13.0508
2947.5,0,0,392.1084,17.5613,26.5598,26.5598,29.2442,80.957,-87.07,1637.0487,2.5503,2.7686,4.5646,-19.9448,-114.5723,10.163,5.2811,3.0655,0,81.9203,24.2718,10.9998,2.4892,0.036,12.9142
2948,0,0,388.4235,18.3359,27.3215,27.3215,29.9332,92.3784,-87.07,1631.2722,2.5745,2.7971,4.541,-20.0284,-114.2167,10.0552,5.0639,3.0104,0,82.1195,24.4127,10.8806,2.4867,0.0328,13.0574
2948.5,0,0,383.8806,18.8781,27.8099,27.8099,30.3828,103.2938,-86.95,1645.084,2.605,2.8176,4.1928,-19.2645,-113.9628,9.9554,4.6995,2.8988,0,82.7457,24.8555,10.7711,2.4822,0.0336,13.3228
2949,0,0,375.8211,18.621,27.5827,27.5827,30.1728,108.0855,-86.95,1661.842,2.6608,2.8412,3.9651,-18.334,-113.7801,9.8751,4.674,2.9547,0,83.3217,25.2628,10.7273,2.4796,0.0387,13.4723
2949.5,0,0,365.6252,18.7269,27.6772,27.6772,30.26,108.221,-86.95,1652.1328,2.735,2.8785,4.0754,-18.1406,-113.6993,9.7946,5.0224,3.2169,0,83.4732,25.37,10.6995,2.4755,0.0438,13.716
2950,0,0,356.3559,18.4292,27.4081,27.4081,30.0124,101.9319,-87.32,1627.1993,2.8062,2.9408,4.5858,-18.8401,-113.813,9.7038,5.1628,3.3908,0,83.3856,25.308,10.5335,2.4563,0.0447,14.836
2950.5,0,0,348.5898,15.231,24.4005,24.4005,27.3469,92.7294,-87.32,1621.193,2.8687,3.0444,5.0464,-19.9695,-114.2377,9.6113,4.5988,3.1489,0,83.5288,25.4093,10.234,2.4136,0.0436,17.3326
2951,0,0,337.4474,11.3847,20.6366,20.6366,24.0686,87.8224,-87.32,1628.2472,2.9634,3.2149,4.9788,-21.8461,-115.0397,9.5252,3.7702,2.5257,0,83.7841,25.5899,10.084,2.364,0.0485,20.234
2951.5,0,0,315.1461,10.3717,19.3815,19.3815,22.9406,86.4514,-88.05,1634.324,3.1731,3.4883,4.5166,-26.6543,-116.1685,9.4531,4.528,2.2358,0,83.0464,25.0682,10.047,2.3397,0.0614,21.6578
2952,0,0,279.6986,7.9183,16.5257,16.5257,20.2933,82.3755,-88.05,1635.2382,3.5753,3.9097,4.9502,-35.7751,-117.4459,9.389,9.9792,3.2914,0,80.016,22.925,10.0111,2.3574,0.0705,20.6178
2952.5,0,0,238.7538,4.9727,12.1195,12.1195,16.1159,72.2278,-88.05,1625.8888,4.1884,4.5294,9.2178,-46.2372,-118.6233,9.3147,22.7648,6.3816,0,74.4528,18.9907,9.8322,2.4115,0.0639,17.4576
2953,1,0,201.3638,2.7852,8.8688,8.8688,12.9023,56.7308,-88.55,1609.666,4.9661,5.3917,19.8743,-53.8277,-119.4699,9.2342,38.3951,10.7473,0,67.6869,14.2057,9.5336,2.4828,0.0436,13.2856
2953.5,0,0,170.636,2.3705,7.7542,7.7542,11.7804,44.4584,-88.55,1604.5558,5.8604,6.5046,32.382,-56.1176,-119.8455,9.1622,44.3821,13.5059,0,61.9269,10.1322,9.3479,2.5471,0.0223,9.5235
2954,0,0,144.8053,2.5034,8.0068,8.0068,12.0352,43.3101,-88.55,1602.7207,6.9058,7.783,35.1937,-52.0255,-119.7332,9.0954,37.3585,12.8852,0,58.8274,7.9402,9.2675,2.5877,0.0086,7.1516
2954.5,0,0,121.8431,2.7351,8.6189,8.6189,12.6513,51.4185,-88.55,1592.5856,8.2073,8.9903,25.9655,-41.594,-119.2458,9.029,26.3235,10.2582,0,58.4953,7.7053,9.2107,2.6056,0.0015,6.1058
2955,0,0,103.7262,2.8076,9.1392,9.1392,13.1734,63.0947,-88.55,1579.2454,9.6408,9.7714,16.3255,-27.1749,-118.6192,8.971,20.7464,8.6906,0,59.8212,8.643,9.1644,2.6096,-0.0032,5.87
2955.5,0,0,94.8076,2.9473,9.9136,9.9136,13.9469,72.5858,-88.55,1565.8694,10.5477,9.8484,12.7041,-13.4881,-118.1775,8.9278,20.7839,9.0218,0,61.6111,9.9088,9.128,2.6056,-0.0074,6.1065
2956,0,0,96.8677,4.2103,11.1042,11.1042,15.125,76.1216,-88.79,1546.9087,10.3234,9.2203,10.8049,-4.3863,-118.2502,8.8912,18.6762,8.5602,0,63.2975,11.1015,9.0976,2.5973,-0.01,6.5921
2956.5,0,0,108.2852,5.0222,12.2023,12.2023,16.1961,74.3187,-88.79,1522.9755,9.2349,8.1218,8.2436,-0.297,-119.06,8.8525,13.8614,6.6585,0,64.7691,12.1422,9.076,2.588,-0.0097,7.1347
2957,0,0,126.9608,5.3872,12.8187,12.8187,16.7899,70.1417,-88.67,1507.9349,7.8764,6.8326,6.9647,-0.2142,-120.6489,8.8201,11.9558,5.7026,0,65.9215,12.9572,9.0658,2.5784,-0.0065,7.6965
2957.5,0,0,153.6985,6.1112,13.8793,13.8793,17.8013,67.5959,-88.67,1507.1168,6.5062,5.5642,6.4075,-3.9079,-122.8943,8.8029,13.7431,6.5127,0,66.6428,13.4673,9.0609,2.5659,-0.0026,8.4244
2958,0,0,193.4577,7.9572,16.5722,16.5722,20.3369,69.0486,-88.67,1516.5474,5.1691,4.4486,6.8087,-10.9438,-125.5869,8.7877,17.1204,8.6064,0,67.1284,13.8107,9.0562,2.5452,0.0005,9.6347
2958.5,0,0,250.0355,13.0035,22.1905,22.1905,25.4325,68.5208,-88.67,1524.2244,3.9994,3.5504,7.5766,-18.9451,-128.487,8.757,17.6192,9.8323,0,67.9168,14.3683,9.0537,2.511,0.0034,11.6348
2959,0,0,320.4416,20.4285,29.1132,29.1132,31.6204,59.1842,-88.67,1516.0593,3.1207,2.8788,6.3724,-24.982,-131.3135,8.7133,13.2365,8.5702,1,69.4929,15.4829,9.0532,2.4677,0.009,14.1713
2959.5,0,0,397.311,23.6551,31.6296,31.6296,34.1874,49.0692,-88.67,1502.3783,2.5169,2.4083,4.6238,-28.1464,-133.7061,8.6682,8.442,6.6633,1,71.8685,17.163,9.0532,2.4308,0.0191,16.3277
2960,0,0,470.2859,20.6251,29.2888,29.2888,31.7919,48.3605,-89.28,1500.6984,2.1264,2.1008,3.9582,-29.4623,-135.2499,8.6331,6.5374,5.8738,0,74.5147,19.0344,9.0535,2.415,0.0323,17.2527
2960.5,0,0,526.8654,15.4347,24.5848,24.5848,27.5069,51.1483,-89.28,1515.9711,1.898,1.9222,3.898,-30.173,-135.603,8.6196,6.3686,5.7827,0,76.6785,20.5647,9.0536,2.425,0.0451,16.6649
2961,0,0,561.0213,12.2914,21.5516,21.5516,24.875,52.2053,-89.28,1521.4882,1.7825,1.8483,3.8658,-30.9412,-134.6677,8.6253,6.4118,5.4717,0,77.846,21.3904,9.0532,2.4562,0.0543,14.8409
2961.5,0,1,574.7986,10.8745,19.9674,19.9674,23.4707,52.627,-89.04,1501.5576,1.7397,1.866,3.714,-32.6512,-132.7024,8.6297,6.6144,4.9097,0,77.9549,21.4674,9.053,2.4964,0.0574,12.4916
2962,0,0,568.8035,9.579,18.5979,18.5979,22.223,54.3864,-89.04,1489.4133,1.7581,1.9734,3.6593,-37.3114,-130.2878,8.6215,7.3821,5.06,0,77.1651,20.9088,9.0533,2.5324,0.0542,10.3885
2962.5,0,0,541.2621,8.8359,17.789,17.789,21.474,61.0945,-89.04,1497.3409,1.8475,2.1785,4.0221,-46.6519,-128.1334,8.6058,8.5496,6.7097,0,75.5642,19.7767,9.0537,2.5595,0.0477,8.7991
2963,0,0,494.2096,7.432,15.9014,15.9014,19.7074,67.5108,-89.04,1521.7638,2.0234,2.4978,5.6614,-58.793,-126.8023,8.5818,9.4606,9.7614,0,73.2129,18.1138,9.0539,2.5816,0.0414,7.5114
2963.5,0,0,433.5483,5.3411,12.7426,12.7426,16.7168,68.0084,-89.04,1538.5986,2.3065,2.9523,11.6267,-69.1801,-126.4946,8.5407,9.0069,11.6919,0,70.3585,16.0951,9.0538,2.5994,0.0361,6.4651
2964,0,0,366.2113,3.0369,10.0511,10.0511,14.0837,65.856,-89.04,1543.4985,2.7307,3.5568,21.1243,-74.4076,-127.006,8.4901,7.539,11.0823,0,67.4423,14.0328,9.0532,2.6088,0.0309,5.9183
2964.5,0,0,301.0414,2.7239,8.5765,8.5765,12.6087,64.2986,-89.28,1529.1167,3.3218,4.3009,26.7459,-73.5281,-127.8739,8.4524,6.6686,10.0881,0,64.9087,12.2409,9.0525,2.6073,0.0257,6.0076
2965,0,0,248.0229,2.5086,8.0174,8.0174,12.0459,63.9513,-89.28,1506.9318,4.0319,5.1282,26.6786,-67.703,-128.5958,8.4354,7.0866,10.0166,0,63.0375,10.9176,9.0538,2.5982,0.021,6.5405
2965.5,0,0,210.8131,2.4288,7.8619,7.8619,11.8891,66.223,-89.28,1498.4475,4.7435,5.935,23.4587,-58.8469,-128.785,8.4377,8.9938,11.0675,0,61.9089,10.1195,9.0614,2.5854,0.0166,7.2841
2966,0,0,185.3656,2.4166,7.8391,7.8391,11.8661,70.6105,-88.91,1496.3607,5.3947,6.6095,17.974,-48.5175,-128.2059,8.4627,12.0981,13.0162,0,61.4426,9.7897,9.0782,2.5712,0.0129,8.1157
2966.5,0,0,167.5354,2.4664,7.9335,7.9335,11.9613,70.8098,-88.91,1495.6185,5.9689,7.0864,13.0616,-38.5772,-126.7412,8.5007,14.8212,14.3025,0,61.4724,9.8107,9.1053,2.5602,0.011,8.7603
2967,0,0,155.6637,2.5575,8.1213,8.1213,12.1506,62.6368,-88.91,1500.2281,6.4241,7.367,12.9654,-30.8538,-124.3764,8.5307,16.3123,12.7635,0,61.8889,10.1053,9.1387,2.5595,0.0118,8.8006
2967.5,0,0,148.453,2.7155,8.5469,8.5469,12.5789,55.4687,-89.16,1502.3282,6.7361,7.4952,14.2109,-25.2354,-121.2394,8.5554,17.3448,9.8528,0,62.7357,10.7041,9.18,2.5704,0.0145,8.164
2968,0,0,144.8767,2.8332,9.5613,9.5613,13.5956,58.741,-89.16,1498.5905,6.9024,7.5254,12.4404,-20.1452,-117.655,8.5893,17.203,7.8229,0,64.1068,11.6739,9.2277,2.5862,0.0177,7.2426
2968.5,0,0,143.9751,4.34,11.238,11.238,15.2563,68.9833,-89.16,1496.6752,6.9456,7.5065,9.4671,-14.6555,-114.1404,8.6224,15.0955,6.3595,0,65.9439,12.9731,9.2887,2.5998,0.021,6.4442
2969,0,0,143.8472,5.5861,13.1328,13.1328,17.0906,78.1962,-89.04,1501.5248,6.9518,7.4786,7.9271,-9.1032,-111.3077,8.6418,12.4747,5.3156,0,67.9415,14.3858,9.3438,2.6081,0.024,5.9606
2969.5,0,0,142.8333,6.3417,14.192,14.192,18.0976,80.3406,-89.04,1510.4169,7.0012,7.4723,7.1504,-4.6357,-109.7074,8.654,11.3567,5.3144,0,69.6208,15.5734,9.3774,2.6083,0.0258,5.9468
2970,0,0,140.7959,5.9069,13.5978,13.5978,17.534,77.8815,-89.04,1520.2855,7.1025,7.5037,6.9442,-2.4051,-109.6782,8.6634,11.8574,6.8085,0,70.5048,16.1986,9.398,2.5988,0.026,6.5039
2970.5,0,0,138.5132,4.9237,12.0386,12.0386,16.0374,75.2375,-88.91,1526.5625,7.2195,7.5721,7.052,-3.0207,-111.2548,8.6623,12.412,9.3601,0,70.3097,16.0606,9.4277,2.5826,0.0263,7.4478
2971,0,0,136.8024,3.3604,10.3835,10.3835,14.4137,68.7174,-88.91,1525.6458,7.3098,7.6613,7.8457,-6.5113,-114.1572,8.6509,11.7358,10.8484,0,69.0896,15.1977,9.458,2.5659,0.029,8.4264
2971.5,0,0,135.6789,2.8136,9.3339,9.3339,13.3683,58.063,-88.91,1519.9966,7.3703,7.7475,9.2055,-12.145,-117.8643,8.6408,10.7441,10.6841,0,67.2349,13.8861,9.4873,2.5508,0.0334,9.3118
2972,0,0,134.255,2.8059,9.0961,9.0961,13.1302,50.5729,-88.91,1519.7795,7.4485,7.8132,11.4215,-18.4261,-121.7497,8.6331,10.0528,10.4768,0,65.2808,12.5041,9.5325,2.5357,0.0363,10.1902
2972.5,0,0,131.7374,2.8206,9.4517,9.4517,13.4861,50.2629,-88.91,1513.5762,7.5909,7.8584,14.6124,-23.7415,-125.2284,8.6203,8.9275,10.0611,0,63.6639,11.3606,9.589,2.5227,0.0358,10.9517
2973,0,0,127.9644,2.8785,9.7543,9.7543,13.7882,49.5439,-88.91,1501.3546,7.8147,7.9038,16.8662,-27.009,-127.856,8.611,7.5601,9.5105,0,62.5758,10.5911,9.6461,2.5181,0.0332,11.2231
2973.5,0,0,123.2286,2.8109,9.2497,9.2497,13.2841,44.0608,-88.91,1499.5593,8.115,7.9831,17.6532,-27.82,-129.3557,8.627,6.7414,9.9356,0,61.9464,10.1459,9.7129,2.5262,0.0307,10.7464
2974,0,0,118.1601,2.6144,8.2543,8.2543,12.2845,39.5689,-88.91,1503.5807,8.4631,8.1312,17.8099,-26.2404,-129.6067,8.6786,6.8853,11.4627,1,61.5488,9.8648,9.8004,2.5462,0.0298,9.5793
2974.5,0,0,113.5087,2.2069,7.4561,7.4561,11.4796,40.3088,-88.91,1498.019,8.8099,8.374,17.1472,-22.5966,-128.635,8.7542,7.4786,12.7159,0,61.1858,9.608,9.9056,2.5747,0.031,7.9113
2975,0,0,109.6711,2.0603,7.1562,7.1562,11.1768,48.1424,-89.04,1484.4502,9.1182,8.7174,14.164,-17.4686,-126.618,8.833,7.8043,11.3973,0,60.834,9.3592,10.0155,2.6085,0.0338,5.9362
2975.5,0,0,106.3581,2.1778,7.4009,7.4009,11.4239,58.8807,-89.04,1488.5908,9.4022,9.1322,11.5918,-11.7005,-123.8743,8.8982,8.8307,8.1516,0,60.6441,9.225,10.1275,2.6413,0.0354,4.0147
2976,0,0,102.8607,2.3856,7.7818,7.7818,11.8084,65.6259,-89.04,1523.5585,9.7219,9.5296,11.0364,-6.0651,-120.8108,8.9437,10.8048,6.2644,0,60.8051,9.3388,10.2565,2.6633,0.0328,2.731
2976.5,0,0,99.2213,2.4607,7.9224,7.9224,11.9501,65.6002,-88.79,1558.7506,10.0785,9.7404,10.213,-1.0315,-117.8344,8.9809,11.9708,5.8343,0,61.3946,9.7558,10.3634,2.6664,0.0253,2.5486
2977,0,0,97.4217,2.6516,8.351,8.351,12.3819,64.5475,-88.79,1562.4293,10.2647,9.5486,9.2484,2.8214,-115.2636,9.0217,12.1356,5.6923,0,62.3608,10.439,10.4507,2.6503,0.0157,3.4911
2977.5,0,0,100.8843,2.8762,9.7475,9.7475,13.7815,66.4364,-88.79,1524.911,9.9123,8.83,9.0434,4.7677,-113.2769,9.0686,11.0098,5.2238,0,63.6015,11.3165,10.5644,2.6193,0.0087,5.306
2978,0,0,113.4432,4.6614,11.6361,11.6361,15.6459,66.8485,-88.91,1495.9196,8.815,7.6999,8.6125,4.6458,-111.9111,9.1241,8.763,4.3604,0,65.0101,12.3127,10.701,2.5775,0.0092,7.75
