DEPT,AVTX,BVTX,CILD,CNDL,CNLS,CNPOR,CNSS,GR,LSPD,LTEN,RILD,RILM,RLL3,RxoRt,SP,MCAL,MI,MN,ITT,DT,SPOR,DCAL,RHOB,RHOC,DPOR
2864.5,0,0,143.0258,5.8951,13.5812,13.5812,17.5182,63.9583,-86.95,1654.5432,6.9917,5.812,7.2589,1.3288,-129.6975,8.8265,10.0194,7.96,0,64.8089,12.1704,9.3399,2.5809,0.0355,7.5484
2865,0,0,158.0695,6.3909,14.2588,14.2588,18.1608,61.6047,-86.95,1671.0359,6.3263,5.2298,5.6721,3.0633,-130.1186,8.8658,8.8413,5.7208,0,65.9843,13.0016,9.4531,2.574,0.0441,7.954
2865.5,0,0,173.6548,7.3305,15.7431,15.7431,19.5588,57.8737,-86.95,1681.6927,5.7585,4.7639,4.3872,5.3662,-130.3986,8.9137,9.2989,5.0381,0,67.4053,14.0066,9.5769,2.5643,0.0464,8.5203
2866,0,0,186.585,8.9855,17.9825,17.9825,21.6538,59.1309,-87.81,1673.1438,5.3595,4.4313,3.8632,6.8095,-130.471,8.9517,9.6484,4.467,0,68.8258,15.0112,9.68,2.5554,0.0442,9.0426
2866.5,0,0,195.4266,10.1275,19.1268,19.1268,22.7083,62.9651,-87.81,1645.8706,5.117,4.217,3.8448,6.0664,-130.3526,8.9716,10.2484,4.3278,1,69.8855,15.7606,9.7727,2.5526,0.0406,9.2064
2867,0,0,201.8075,9.4057,18.4309,18.4309,22.0689,66.549,-87.81,1625.9607,4.9552,4.0859,4.3736,3.3818,-130.1546,8.9835,11.8032,5.1424,1,70.3205,16.0682,9.8343,2.5564,0.0363,8.9826
2867.5,0,0,209.0976,8.3842,17.1176,17.1176,20.8477,71.7181,-88.05,1635.8285,4.7825,3.9912,5.3381,0.3621,-130.054,8.9941,12.8008,5.9246,0,70.1568,15.9525,9.8622,2.5623,0.0316,8.636
2868,0,0,219.2223,7.7964,16.3795,16.3795,20.1563,82.7834,-88.05,1677.6866,4.5616,3.8862,5.4411,-1.348,-130.2268,9.0015,11.1914,5.3643,0,69.6374,15.5851,9.8916,2.5654,0.0296,8.4534
2868.5,0,0,231.6881,8.4419,17.2021,17.2021,20.9267,93.6825,-88.05,1696.2021,4.3161,3.7411,4.5356,-1.0898,-130.7764,9.0128,9.1844,4.1675,0,68.9763,15.1176,9.9449,2.5629,0.0337,8.602
2869,0,0,244.8892,11.104,20.2687,20.2687,23.7409,95.7146,-88.42,1676.2827,4.0835,3.5542,3.7227,0.4861,-131.6907,9.0363,9.3589,3.9131,0,68.3409,14.6683,10.0055,2.5547,0.0436,9.0796
2869.5,0,0,258.6034,16.7157,25.7322,25.7322,28.5094,89.9886,-88.42,1643.58,3.8669,3.346,3.3941,1.8013,-132.8515,9.0655,10.2092,4.2453,0,68.0606,14.47,10.058,2.5438,0.0553,9.7216
2870,0,0,276.3149,20.8902,29.5221,29.5221,32.0218,82.8405,-88.42,1637.577,3.6191,3.1427,3.351,1.3154,-134.0955,9.0927,10.5991,4.2177,0,68.5239,14.7977,10.1197,2.5319,0.0645,10.4153
2870.5,0,0,301.9083,22.5511,30.6778,30.6778,33.1945,76.4664,-88.55,1658.092,3.3123,2.9615,3.4065,-1.3116,-135.3035,9.1242,11.6502,4.3634,0,69.7371,15.6557,10.1752,2.5187,0.069,11.1848
2871,0,0,334.6942,20.9703,29.5904,29.5904,32.0895,68.0719,-88.55,1658.272,2.9878,2.8047,3.4514,-5.2786,-136.4833,9.1605,12.0778,4.794,0,71.2578,16.7311,10.2247,2.5055,0.0694,11.9606
2871.5,0,0,371.9193,18.8835,27.8145,27.8145,30.3872,61.7226,-88.55,1617.2146,2.6888,2.6626,3.3442,-10.0784,-137.7963,9.1887,10.7187,5.0278,0,72.6289,17.7008,10.299,2.4959,0.0683,12.5188
2872,0,0,413.1611,17.5417,26.54,26.54,29.2265,64.0201,-88.05,1576.6534,2.4204,2.5197,3.2713,-15.9592,-139.497,9.2035,8.949,5.3621,0,73.6799,18.4441,10.3965,2.4908,0.0685,12.8181
2872.5,0,0,460.2585,17.3469,26.3428,26.3428,29.0503,71.8415,-88.05,1578.7415,2.1727,2.3648,3.8248,-22.8321,-141.7968,9.2063,7.4696,5.8199,0,74.5053,19.0278,10.4754,2.483,0.0696,13.2769
2873,0,0,516.1818,17.1731,26.1691,26.1691,28.8958,76.7635,-88.05,1593.5763,1.9373,2.198,4.5539,-29.7444,-144.7236,9.197,5.9684,5.6887,0,75.3615,19.6333,10.5262,2.4623,0.0684,14.4834
2873.5,0,0,581.4676,14.7134,23.9173,23.9173,26.9284,75.5399,-88.05,1590.6003,1.7198,2.0301,4.5974,-35.5215,-148.0737,9.1852,4.7772,5.0883,0,76.535,20.4633,10.5697,2.4264,0.0627,16.5825
2874,0,0,650.585,11.222,20.4262,20.4262,23.8815,72.3732,-88.05,1576.3833,1.5371,1.8756,4.3298,-39.4787,-151.4933,9.1892,4.1404,4.5536,0,78.1811,21.6273,10.6055,2.3825,0.0541,19.1544
2874.5,0,0,714.9895,9.7676,18.7768,18.7768,22.3876,71.681,-88.05,1570.9208,1.3986,1.7454,4.0348,-41.6827,-154.6366,9.2101,3.845,4.1792,0,80.2432,23.0858,10.6648,2.3409,0.0464,21.5846
2875,0,0,772.4611,11.0623,20.2131,20.2131,23.6911,69.3071,-87.93,1585.3361,1.2946,1.6438,3.8193,-42.8631,-157.2903,9.2316,3.7339,3.9227,0,82.4914,24.6757,10.7815,2.3096,0.043,23.4158
2875.5,0,0,827.8124,15.1622,24.3376,24.3376,27.2924,65.4272,-87.93,1605.4974,1.208,1.5701,3.669,-43.8593,-159.3948,9.2491,3.705,3.7298,0,84.6455,26.1991,10.9143,2.29,0.0446,24.5626
2876,0,0,880.1607,17.6461,26.6459,26.6459,29.3214,65.5864,-87.93,1610.3988,1.1362,1.5209,3.5286,-44.9485,-160.9802,9.2687,3.6862,3.5967,0,86.4919,27.5049,10.9998,2.2782,0.0485,25.2533
2876.5,0,0,919.9112,18.1647,27.1596,27.1596,29.7855,67.5187,-87.81,1598.5142,1.0871,1.4921,3.4142,-45.9941,-162.087,9.2859,3.6501,3.5731,0,87.8957,28.4977,11.0538,2.2711,0.0518,25.6665
2877,0,1,941.1725,20.678,29.3359,29.3359,31.8382,67.036,-87.81,1589.6177,1.0625,1.4793,3.4053,-47.0378,-162.733,9.2977,3.6188,3.6662,0,88.7382,29.0935,11.1018,2.2695,0.0537,25.7591
2877.5,0,0,946.7798,24.4118,32.1984,32.1984,34.7809,64.1372,-87.81,1602.3967,1.0562,1.478,3.5377,-48.2565,-162.9244,9.317,3.6052,3.7891,0,88.9081,29.2136,11.1471,2.2742,0.0554,25.4846
2878,0,0,943.6369,26.2991,33.4332,33.4332,36.0389,61.0486,-87.81,1630.3062,1.0597,1.483,3.7741,-49.6565,-162.6754,9.351,3.5984,3.8672,0,88.3784,28.839,11.1874,2.2838,0.0586,24.9227
2878.5,0,0,938.058,24.2515,32.1004,32.1004,34.679,59.8612,-87.81,1652.9581,1.066,1.4896,3.9774,-51.0772,-162.0067,9.3974,3.5895,3.9183,0,87.2571,28.0461,11.2337,2.2966,0.0643,24.1763
2879,0,0,932.3766,21.1001,29.6978,29.6978,32.1964,61.3557,-87.81,1654.4873,1.0725,1.4947,4.1317,-52.3086,-160.9241,9.461,3.5709,3.9566,0,85.7503,26.9804,11.292,2.3109,0.0724,23.3419
2879.5,0,0,924.9505,19.8798,28.6444,28.6444,31.1684,64.689,-87.81,1631.0122,1.0811,1.4982,4.2509,-53.1764,-159.401,9.5379,3.5701,3.9804,1,84.0854,25.803,11.3552,2.3246,0.0815,22.5377
2880,0,0,912.4398,20.7334,29.3851,29.3851,31.8865,66.1571,-87.81,1604.0172,1.096,1.5031,4.3336,-53.5671,-157.3827,9.6099,3.6504,4.0201,1,82.4472,24.6444,11.412,2.3364,0.09,21.849
2880.5,0,0,891.2346,22.4011,30.5805,30.5805,33.0938,63.2384,-87.81,1605.6406,1.122,1.5142,4.4017,-53.3599,-154.8097,9.6778,3.8038,4.0947,0,80.953,23.5877,11.4865,2.3463,0.0971,21.2704
2881,0,0,860.2784,20.6565,29.3168,29.3168,31.8194,61.5006,-87.56,1638.2821,1.1624,1.5374,4.4869,-52.41,-151.6421,9.7596,3.925,4.1975,0,79.6927,22.6964,11.5566,2.3564,0.103,20.6794
2881.5,0,0,822.682,15.6803,24.8047,24.8047,27.698,63.8385,-87.56,1670.7871,1.2155,1.578,4.5775,-50.5565,-147.8754,9.8493,3.9819,4.2949,0,78.796,22.0622,11.6006,2.3691,0.1088,19.9334
2882,0,0,780.3527,12.558,21.7842,21.7842,25.0784,67.2712,-87.56,1675.9891,1.2815,1.6413,4.5469,-47.4937,-143.5555,9.9343,4.0048,4.2973,0,78.4288,21.8025,11.6326,2.3831,0.1146,19.1179
2882.5,0,0,732.6769,11.6111,20.9043,20.9043,24.3057,67.5622,-87.07,1657.0106,1.3649,1.7323,4.2435,-42.9789,-138.804,10.0239,3.9519,4.0468,0,78.6872,21.9853,11.6663,2.3933,0.1185,18.5201
2883,0,0,680.5787,10.5519,19.5807,19.5807,23.1215,65.8891,-87.07,1640.1558,1.4693,1.8556,3.7717,-37.3545,-133.844,10.1249,3.8455,3.508,0,79.4519,22.5261,11.6896,2.3991,0.1193,18.1821
2883.5,0,0,624.5433,11.5052,20.7834,20.7834,24.1987,69.696,-87.07,1655.123,1.6012,2.0146,3.3225,-31.5707,-128.9924,10.2457,3.8096,2.9208,0,80.3196,23.1398,11.699,2.4071,0.1188,17.7136
2884,0,0,565.6323,17.4804,26.4778,26.4778,29.1708,79.3633,-86.95,1678.1859,1.7679,2.2098,3.1281,-26.7697,-124.5944,10.3975,3.9626,2.645,0,80.7481,23.4428,11.7035,2.4235,0.119,16.7521
2884.5,0,0,509.7771,20.7217,29.3747,29.3747,31.8763,88.3756,-86.95,1682.7382,1.9616,2.4353,3.4259,-23.6014,-120.9216,10.5513,4.3216,2.8307,0,80.4078,23.2022,11.7102,2.4461,0.1194,15.4303
2885,1,0,462.0803,18.0263,27.0257,27.0257,29.664,90.9589,-86.7,1669.6699,2.1641,2.6763,3.8956,-21.5767,-118.0939,10.66,4.5009,3.0923,0,79.4377,22.5161,11.7143,2.4664,0.1181,14.2472
2885.5,0,0,421.361,12.0369,21.3253,21.3253,24.6766,87.9359,-86.7,1657.9929,2.3733,2.9103,4.1339,-19.4955,-116.071,10.7171,4.2706,3.0577,0,78.3247,21.7289,11.715,2.4777,0.1154,13.5832
2886,0,0,385.3939,9.2316,18.256,18.256,21.9073,86.2872,-86.7,1661.074,2.5947,3.1125,4.0686,-16.6826,-114.7061,10.7509,3.9462,2.8723,0,77.544,21.1768,11.7153,2.4805,0.1149,13.4201
2886.5,0,0,354.9357,9.7217,18.7333,18.7333,22.3476,87.0729,-86.7,1666.4723,2.8174,3.2657,3.947,-13.4409,-113.822,10.7836,3.7771,2.7617,0,77.303,21.0064,11.7154,2.4794,0.1197,13.4826
2887,0,0,331.4356,12.5238,21.7542,21.7542,25.0522,86.5399,-86.7,1672.9845,3.0172,3.3662,3.9424,-10.436,-113.27,10.813,3.6965,2.7112,0,77.5151,21.1564,11.7154,2.4772,0.1284,13.612
2887.5,0,0,315.1384,14.1547,23.3646,23.3646,26.4503,85.8236,-86.7,1689.188,3.1732,3.4234,3.9249,-8.131,-112.9611,10.833,3.5912,2.6334,0,77.9197,21.4425,11.7154,2.4725,0.1367,13.8909
2888,0,0,305.0035,13.3628,22.5471,22.5471,25.7423,87.5653,-87.19,1703.7721,3.2787,3.4547,3.8039,-6.7114,-112.8684,10.851,3.5359,2.5796,0,78.2638,21.6858,11.7156,2.4658,0.1427,14.2804
2888.5,0,0,299.1125,11.8976,21.1961,21.1961,24.563,88.7193,-87.19,1704.8838,3.3432,3.4796,3.8166,-6.1125,-113.0079,10.8699,3.6594,2.6887,0,78.4596,21.8244,11.7159,2.4634,0.1485,14.4227
2889,0,0,295.0637,11.7374,21.0387,21.0387,24.4243,83.9018,-87.19,1696.2623,3.3891,3.5156,4.0198,-5.9808,-113.4057,10.8803,3.7879,2.8445,0,78.5662,21.8997,11.7161,2.4689,0.1553,14.1002
2889.5,0,0,290.2016,12.7203,21.9279,21.9279,25.2038,78.5312,-86.95,1680.4446,3.4459,3.5757,4.0516,-5.8974,-114.0687,10.8841,3.7322,2.82,0,78.5813,21.9104,11.7157,2.4775,0.1607,13.5967
2890,0,0,282.7019,11.0088,20.1419,20.1419,23.6274,78.2509,-86.95,1667.7046,3.5373,3.6649,3.9024,-5.8714,-114.9674,10.8929,3.7484,2.8096,0,78.3059,21.7156,11.7155,2.4823,0.161,13.3173
2890.5,0,0,272.5023,8.3355,17.0487,17.0487,20.7833,80.552,-86.95,1663.9166,3.6697,3.7758,4.0207,-6.2715,-116.0319,10.9034,4.0966,3.1132,0,77.4656,21.1213,11.7154,2.4832,0.1553,13.2626
2891,0,0,261.53,7.2452,15.6004,15.6004,19.4247,82.1888,-87.07,1654.6672,3.8237,3.8856,4.552,-7.1754,-117.1541,10.907,4.5564,3.5711,0,75.9572,20.0546,11.7152,2.486,0.1459,13.1013
2891.5,0,0,253.5818,7.2173,15.5521,15.5521,19.3793,77.5247,-87.07,1641.2386,3.9435,3.9603,5.1634,-8.2335,-118.2009,10.9088,4.7906,3.871,0,74.0332,18.6939,11.7151,2.4937,0.1366,12.6518
2892,0,0,251.3842,8.1699,16.8309,16.8309,20.5794,66.6403,-87.07,1637.9314,3.978,3.9695,5.4114,-8.871,-119.0437,10.9151,4.7195,3.9,0,72.3111,17.476,11.7151,2.5017,0.1286,12.1799
2892.5,0,1,253.9631,10.0148,19.0146,19.0146,22.6056,57.3318,-87.19,1654.3051,3.9376,3.906,5.2516,-8.4108,-119.6002,10.9226,4.4438,3.6993,1,71.5279,16.9222,11.7152,2.502,0.1206,12.1637
2893,0,0,258.3043,10.9263,20.0339,20.0339,23.5304,54.3258,-87.19,1660.2065,3.8714,3.7909,4.6969,-6.532,-119.8647,10.9297,4.0152,3.3245,0,72.1199,17.3408,11.7151,2.4913,0.1127,12.7875
2893.5,0,0,261.9457,11.1047,20.2696,20.2696,23.7417,60.8891,-87.19,1654.4761,3.8176,3.6588,4.0155,-3.7468,-119.906,10.9394,3.451,2.8035,0,73.9022,18.6013,11.715,2.4744,0.1073,13.7773
2894,0,0,264.3608,12.8163,22.0149,22.0149,25.2796,73.5631,-87.19,1655.5061,3.7827,3.5385,3.538,-1.418,-119.828,10.948,3.0479,2.381,0,76.0963,20.153,11.715,2.4598,0.1067,14.6327
2894.5,0,0,267.304,15.4285,24.5793,24.5793,27.5021,82.4732,-87.19,1666.9073,3.7411,3.4436,3.4468,-1.0042,-119.7124,10.9487,3.2056,2.4211,0,77.746,21.3196,11.715,2.4546,0.1109,14.9385
2895,0,0,273.2812,15.6212,24.752,24.752,27.6521,83.1827,-87.19,1659.4077,3.6592,3.374,3.8599,-2.7806,-119.5773,10.9431,3.717,2.7993,0,78.2915,21.7055,11.7151,2.4595,0.1163,14.6502
2895.5,0,0,283.029,15.5988,24.732,24.732,27.6347,79.0229,-87.56,1625.4506,3.5332,3.3234,4.3235,-5.5443,-119.3763,10.9322,4.0042,3.0161,0,77.8979,21.4271,11.7147,2.4675,0.1182,14.1821
2896,0,0,294.2769,18.6048,27.5682,27.5682,30.1594,77.5303,-87.56,1598.1218,3.3982,3.2857,4.424,-7.6929,-119.042,10.9128,3.9372,2.9154,0,77.2713,20.9839,11.7121,2.4693,0.1142,14.0735
2896.5,0,0,302.4041,22.0398,30.3525,30.3525,32.8592,80.8751,-87.56,1603.7322,3.3068,3.2576,4.198,-8.2793,-118.5452,10.8885,3.7277,2.6958,0,77.0733,20.8439,11.7057,2.4641,0.1072,14.3796
2897,0,0,304.2195,22.7976,30.8465,30.8465,33.3696,84.8068,-87.32,1628.7291,3.2871,3.2366,3.8307,-7.5223,-117.9252,10.8628,3.5994,2.5751,0,77.431,21.0969,11.7013,2.4613,0.1025,14.5455
2897.5,0,0,302.2635,20.493,29.1707,29.1707,31.6764,85.7899,-87.32,1640.7607,3.3084,3.2192,3.6591,-6.6171,-117.2685,10.8293,3.9511,2.7811,0,78.0324,21.5222,11.6964,2.4683,0.1012,14.1334
2898,0,0,302.1096,18.1159,27.1127,27.1127,29.7429,82.8818,-87.32,1630.5031,3.3101,3.2011,3.9295,-6.4835,-116.656,10.7862,4.6557,3.1893,0,78.6341,21.9478,11.6641,2.4802,0.0996,13.4369
2898.5,0,0,305.5194,17.3531,26.349,26.349,29.0558,78.7638,-87.44,1627.9502,3.2731,3.1799,4.1851,-6.7533,-116.126,10.7456,4.7959,3.1991,0,79.3204,22.4331,11.6149,2.4857,0.0958,13.119
2899,0,0,309.2904,19.4551,28.2952,28.2952,30.8369,79.0335,-87.44,1632.7106,3.2332,3.1566,3.9012,-6.5238,-115.679,10.7119,4.3104,2.7523,0,80.2667,23.1024,11.5985,2.4819,0.0926,13.3376
2899.5,0,0,309.8524,23.2225,31.1962,31.1962,33.7341,82.7805,-87.44,1637.9425,3.2273,3.1333,3.5336,-5.7155,-115.306,10.6751,3.9507,2.4094,0,81.3732,23.8849,11.5934,2.4786,0.092,13.5322
2900,0,0,307.0108,23.6386,31.6135,31.6135,34.1705,83.9158,-87.44,1640.022,3.2572,3.1096,3.4598,-5.1698,-115.0086,10.6293,4.0882,2.4574,0,82.2287,24.4899,11.5725,2.4847,0.091,13.1739
2900.5,0,0,304.2428,19.2689,28.1414,28.1414,30.6921,82.6327,-87.44,1632.2198,3.2868,3.0829,3.6815,-5.5927,-114.7918,10.5745,4.6596,2.7975,0,82.4998,24.6816,11.5162,2.498,0.0851,12.3999
2901,0,0,305.7359,12.7701,21.9728,21.9728,25.243,82.3935,-87.56,1612.1733,3.2708,3.052,4.1101,-6.7351,-114.6514,10.5069,5.1917,3.1378,0,82.3054,24.5441,11.4199,2.5064,0.0741,11.9074
2901.5,0,0,311.6726,8.453,17.2185,17.2185,20.9421,82.5401,-87.56,1595.6532,3.2085,3.0219,4.2681,-7.5445,-114.5822,10.4255,5.0841,3.0742,0,82.0944,24.3949,11.3037,2.5007,0.0613,12.2426
2902,0,0,316.7805,7.011,15.1877,15.1877,19.0367,83.4875,-87.56,1592.2292,3.1568,3.0031,3.8687,-7.0669,-114.6155,10.3385,4.4442,2.5957,0,82.1712,24.4492,11.1934,2.4865,0.0527,13.0697
2902.5,0,0,316.0858,7.6987,16.2601,16.2601,20.0441,84.2276,-87.93,1592.6936,3.1637,3.0043,3.3589,-5.5772,-114.8631,10.257,4.0814,2.2124,0,82.3912,24.6048,11.0784,2.4798,0.0524,13.463
2903,0,0,311.1417,11.0262,20.165,20.165,23.6481,86.039,-87.93,1588.4229,3.214,3.0259,3.229,-4.5597,-115.5364,10.1759,4.6196,2.384,0,82.2877,24.5316,10.9834,2.4892,0.0598,12.9114
2903.5,0,0,308.5488,16.5437,25.5747,25.5747,28.3708,92.1579,-87.93,1586.6044,3.241,3.0555,3.6655,-5.1547,-116.9209,10.0841,5.5327,2.8801,0,81.4775,23.9587,10.8605,2.5096,0.0713,11.722
2904,0,0,313.8875,21.1853,29.7659,29.7659,32.2645,99.282,-87.81,1592.7834,3.1859,3.0704,4.1053,-7.214,-119.303,9.9878,5.7396,3.0261,0,79.9683,22.8913,10.6946,2.5278,0.0841,10.6568
2904.5,1,0,328.3521,24.8106,32.4237,32.4237,35.0145,103.2766,-87.81,1594.0886,3.0455,3.0451,4.0321,-10.159,-122.8597,9.8907,5.2824,2.8596,0,78.1221,21.5857,10.5565,2.5324,0.0964,10.3873
2905,0,0,350.2716,24.7879,32.4112,32.4112,35.0016,96.969,-87.81,1583.0886,2.8549,2.9614,3.7612,-14.0507,-127.5453,9.7756,4.9173,2.9663,1,76.3761,20.3509,10.4225,2.5198,0.1068,11.121
2905.5,0,0,377.7396,22.4978,30.6429,30.6429,33.1584,81.0967,-88.18,1576.9518,2.6473,2.816,3.9898,-19.2727,-133.0315,9.6326,4.7905,3.5458,1,74.9888,19.3698,10.2208,2.4952,0.1151,12.5622
2906,0,0,410.1547,19.673,28.4741,28.4741,31.0061,68.8176,-88.18,1598.3203,2.4381,2.6227,4.7254,-25.5099,-138.7475,9.4664,4.4058,4.0765,0,74.0052,18.6741,10.008,2.4674,0.1223,14.1879
2906.5,0,0,449.5723,16.1359,25.2093,25.2093,28.0507,62.9343,-88.18,1616.0886,2.2243,2.4077,5.3395,-31.865,-144.0097,9.2797,3.6203,4.0103,0,73.3771,18.2299,9.8075,2.4442,0.1293,15.5457
2907,0,0,499.0228,12.2415,21.5078,21.5078,24.8367,55.6032,-88.55,1612.3928,2.0039,2.1998,5.5453,-37.6362,-148.1768,9.0855,3.1605,3.7306,0,73.0553,18.0023,9.6185,2.4303,0.1357,16.3567
2907.5,0,0,556.3733,11.2994,20.5277,20.5277,23.9718,46.8372,-88.55,1598.6083,1.7974,2.0217,5.438,-42.3901,-150.762,8.9364,3.5189,3.9019,0,73.0125,17.972,9.5199,2.4273,0.14,16.5293
2908,0,1,612.0513,12.5224,21.7531,21.7531,25.0512,40.461,-88.55,1580.3499,1.6339,1.8864,5.2701,-45.8267,-151.4801,8.8809,4.2488,4.4313,0,73.2497,18.1398,9.4761,2.432,0.1406,16.2566
2908.5,0,0,655.4955,13.5042,22.6925,22.6925,25.8684,39.9448,-88.79,1558.8083,1.5256,1.7991,5.1488,-47.8418,-150.2647,8.8841,4.8137,4.8649,0,73.797,18.5269,9.4453,2.4375,0.1359,15.9344
2909,0,0,680.8439,12.255,21.5197,21.5197,24.8471,45.5575,-88.79,1546.5364,1.4688,1.7614,5.1293,-48.3101,-147.2894,8.8844,5.1031,5.0296,0,74.6914,19.1594,9.4289,2.4416,0.1273,15.694
2909.5,0,0,686.7934,11.1806,20.3711,20.3711,23.8323,54.0146,-88.79,1544.0985,1.456,1.7742,5.164,-46.8941,-142.986,8.8789,5.1914,4.7952,0,75.8918,20.0083,9.4265,2.4502,0.1184,15.1938
2910,0,0,674.1269,11.5322,20.8149,20.8149,24.2266,66.2356,-89.41,1543.6709,1.4834,1.8401,4.7407,-43.4216,-138.0156,8.8922,5.2584,4.0473,0,77.1751,20.9159,9.4274,2.4676,0.1109,14.1753
2910.5,0,0,642.9914,11.7169,21.0176,21.0176,24.4057,85.402,-89.41,1540.0787,1.5552,1.9656,3.8407,-38.5891,-133.1539,8.9264,5.6894,3.3597,0,78.1001,21.5701,9.4278,2.4899,0.1015,12.8731
2911,0,0,591.4216,9.5728,18.5921,18.5921,22.2176,103.334,-89.41,1538.7832,1.6908,2.1621,3.3565,-34.1263,-129.1223,8.9609,6.4697,3.3834,0,78.053,21.5367,9.4276,2.5121,0.0867,11.5705
2911.5,0,0,519.5201,7.0038,15.1753,15.1753,19.025,111.6283,-89.28,1530.7709,1.9249,2.4474,3.6028,-31.6444,-126.4324,8.976,7.5316,3.9155,0,76.4371,20.394,9.4273,2.5358,0.0665,10.1855
2912,0,0,437.7265,5.0565,12.2603,12.2603,16.2521,116.9809,-89.28,1504.714,2.2845,2.8445,4.4634,-31.2194,-125.3045,8.967,10.36,5.2051,0,73.1272,18.0532,9.427,2.5625,0.0437,8.6278
2912.5,0,0,362.7007,2.8957,9.8023,9.8023,13.836,119.0981,-89.28,1481.8046,2.7571,3.3759,5.8741,-31.7713,-125.6628,8.9464,15.4221,7.6179,0,68.8464,15.0257,9.4271,2.5865,0.0227,7.2232
2913,0,0,302.2064,2.5602,8.1273,8.1273,12.1566,102.9578,-89.28,1484.5011,3.309,4.0514,7.6953,-31.9138,-127.1921,8.9352,21.0566,10.1468,0,64.8269,12.1831,9.4272,2.5998,0.0073,6.4419
2913.5,0,0,253.6233,2.1745,7.3946,7.3946,11.4175,75.4772,-89.28,1494.863,3.9429,4.846,9.5982,-30.2602,-129.4403,8.9402,27.3913,12.3023,0,61.9432,10.1437,9.4265,2.6021,-0.0007,6.3084
2914,0,0,213.6225,2.1624,7.3711,7.3711,11.3938,62.47,-89.28,1498.152,4.6812,5.68,10.1233,-26.2358,-131.9529,8.9518,34.404,14.4033,0,60.3124,8.9904,9.4262,2.6007,-0.0027,6.391
2914.5,0,0,182.6703,2.3074,7.64,7.64,11.6653,67.4087,-89.41,1488.2155,5.4743,6.4174,9.4619,-20.8322,-134.3948,8.9682,37.9683,15.5634,0,59.611,8.4943,9.4324,2.6023,-0.0007,6.2975
2915,0,0,162.3487,2.3928,7.795,7.795,11.8217,77.7901,-89.41,1475.3185,6.1596,6.8973,8.8622,-16.0829,-136.614,8.9929,37.1816,15.7476,0,59.4499,8.3804,9.4505,2.6078,0.0041,5.9795
2915.5,0,0,153.653,2.4621,7.9252,7.9252,11.9529,86.2356,-89.41,1470.5808,6.5082,6.9854,8.9308,-13.6958,-138.6346,9.0199,35.7013,15.9776,0,59.5014,8.4168,9.4816,2.6124,0.0103,5.706
2916,0,0,157.7014,2.7273,8.5892,8.5892,12.6215,93.9511,-89.28,1477.9155,6.3411,6.6344,9.9556,-14.0382,-140.6065,9.0447,33.5019,15.7818,0,59.5552,8.4549,9.5136,2.6102,0.0171,5.8355
2916.5,0,0,175.2166,3.0872,10.1134,10.1134,14.1457,106.0284,-89.28,1489.511,5.7072,5.926,9.5886,-16.0615,-142.744,9.072,28.0195,14.0321,0,59.6325,8.5095,9.5469,2.5969,0.0248,6.6126
2917,0,0,207.5685,5.2565,12.6005,12.6005,16.5802,117.9723,-89.28,1494.46,4.8177,5.0425,7.8432,-18.6679,-145.2654,9.1004,20.4543,11.7079,0,60.094,8.8359,9.5924,2.5711,0.0339,8.1227
2917.5,0,0,258.889,7.8777,16.4772,16.4772,20.2479,119.7852,-89.28,1487.8533,3.8627,4.1689,6.4304,-21.8492,-148.3223,9.1201,13.6178,9.6695,0,61.4683,9.8078,9.648,2.5346,0.0446,10.2557
2918,0,0,332.1756,15.2762,24.4415,24.4415,27.3825,114.7242,-89.28,1477.0425,3.0105,3.4171,5.4214,-25.8379,-151.9234,9.1247,8.9302,7.742,0,63.9168,11.5395,9.705,2.4927,0.0572,12.7089
2918.5,0,0,422.547,24.0083,31.9336,31.9336,34.5052,107.7251,-89.28,1473.6746,2.3666,2.822,4.7783,-30.2443,-155.8888,9.1182,6.4928,6.3261,0,66.9815,13.7068,9.768,2.4509,0.0702,15.1523
2919,0,0,521.3709,27.209,34.3868,34.3868,36.9527,95.0128,-89.41,1481.318,1.918,2.3736,4.5193,-34.6427,-159.8779,9.1102,5.3724,5.4612,0,70.0106,15.8491,9.8261,2.4136,0.0797,17.3353
2919.5,0,0,624.9517,25.4944,32.805,32.805,35.4064,81.8148,-89.41,1489.5979,1.6001,2.0464,4.2627,-38.9417,-163.4982,9.109,4.8667,4.9598,1,72.599,17.6796,9.8719,2.3842,0.0834,19.0513
2920,0,0,732.9713,24.2502,32.0996,32.0996,34.6781,74.3555,-89.41,1496.5168,1.3643,1.8132,4.0249,-43.1622,-166.4345,9.1191,4.6376,4.6672,1,74.5323,19.0469,9.9503,2.3653,0.082,20.1599
2920.5,0,0,838.8108,25.8316,33.0224,33.0224,35.6274,68.3649,-89.41,1494.0995,1.1922,1.6502,3.854,-47.1474,-168.5262,9.1366,4.5404,4.5055,0,75.6611,19.8452,10.123,2.3562,0.0773,20.6883
2921,0,0,928.0961,24.127,32.0186,32.0186,34.5938,61.5237,-89.41,1484.0459,1.0775,1.5381,3.8144,-50.6078,-169.7602,9.1516,4.5721,4.4881,0,75.9984,20.0838,10.2843,2.3536,0.071,20.8421
